Component#1,Component#2,Smiles#1,Smiles#2,X#1,T_EP,PD,Type,groups
Palmitic Acid,ChCl,CCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.7,333.2,Yes,Type III,176.0
Palmitic Acid,ChCl,CCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.75,333.75,Yes,Type III,176.0
Palmitic Acid,ChCl,CCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.8,334.6,Yes,Type III,176.0
Palmitic Acid,ChCl,CCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.85,335.05,Yes,Type III,176.0
Palmitic Acid,ChCl,CCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.9,335.28,Yes,Type III,176.0
Palmitic Acid,Ibuprofen,CCCCCCCCCCCCCCCC(=O)O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.1,343.91,Yes,Type V,177.0
Palmitic Acid,Ibuprofen,CCCCCCCCCCCCCCCC(=O)O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.2,340.64,Yes,Type V,177.0
Palmitic Acid,Ibuprofen,CCCCCCCCCCCCCCCC(=O)O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.3,334.48,Yes,Type V,177.0
Palmitic Acid,Ibuprofen,CCCCCCCCCCCCCCCC(=O)O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.4,331.22,Yes,Type V,177.0
Palmitic Acid,Ibuprofen,CCCCCCCCCCCCCCCC(=O)O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.5,323.69,Yes,Type V,177.0
Palmitic Acid,Ibuprofen,CCCCCCCCCCCCCCCC(=O)O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.6,328.79,Yes,Type V,177.0
Palmitic Acid,Ibuprofen,CCCCCCCCCCCCCCCC(=O)O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.7,331.38,Yes,Type V,177.0
Palmitic Acid,Ibuprofen,CCCCCCCCCCCCCCCC(=O)O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.8,332.53,Yes,Type V,177.0
Palmitic Acid,Ibuprofen,CCCCCCCCCCCCCCCC(=O)O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.85,333.69,Yes,Type V,177.0
Palmitic Acid,Stearic Acid,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,0.1,341.61,Yes,Type V,178.0
Palmitic Acid,Stearic Acid,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,0.2,339.79,Yes,Type V,178.0
Palmitic Acid,Stearic Acid,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,0.3,337.49,Yes,Type V,178.0
Palmitic Acid,Stearic Acid,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,0.4,333.9,Yes,Type V,178.0
Palmitic Acid,Stearic Acid,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,0.5,330.76,Yes,Type V,178.0
Palmitic Acid,Stearic Acid,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,0.6,330.38,Yes,Type V,178.0
Palmitic Acid,Stearic Acid,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,0.7,329.06,Yes,Type V,178.0
Palmitic Acid,Stearic Acid,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,0.8,329.86,Yes,Type V,178.0
Palmitic Acid,Stearic Acid,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,0.9,333.64,Yes,Type V,178.0
Paracetamol,ChCl,CC(=O)Nc1ccc(O)cc1,C[N+](C)(C)CCO.[Cl-],0.1,537.55,Yes,Type III,179.0
Paracetamol,ChCl,CC(=O)Nc1ccc(O)cc1,C[N+](C)(C)CCO.[Cl-],0.2,461.02,Yes,Type III,179.0
Paracetamol,ChCl,CC(=O)Nc1ccc(O)cc1,C[N+](C)(C)CCO.[Cl-],0.3,407.92,Yes,Type III,179.0
Paracetamol,ChCl,CC(=O)Nc1ccc(O)cc1,C[N+](C)(C)CCO.[Cl-],0.4,339.62,Yes,Type III,179.0
Paracetamol,ChCl,CC(=O)Nc1ccc(O)cc1,C[N+](C)(C)CCO.[Cl-],0.5,321.18,Yes,Type III,179.0
Paracetamol,ChCl,CC(=O)Nc1ccc(O)cc1,C[N+](C)(C)CCO.[Cl-],0.6,352.08,Yes,Type III,179.0
Paracetamol,ChCl,CC(=O)Nc1ccc(O)cc1,C[N+](C)(C)CCO.[Cl-],0.7,371.52,Yes,Type III,179.0
Paracetamol,ChCl,CC(=O)Nc1ccc(O)cc1,C[N+](C)(C)CCO.[Cl-],0.8,387.82,Yes,Type III,179.0
Paracetamol,ChCl,CC(=O)Nc1ccc(O)cc1,C[N+](C)(C)CCO.[Cl-],0.9,425.82,Yes,Type III,179.0
p-Coumaric acid,ChCl,O=C(O)/C=C/c1ccc(O)cc1,C[N+](C)(C)CCO.[Cl-],0.35,340.15,No,Type III,180.0
Pelargonic Acid,Lauric Acid,CCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.15,310.0,Yes,Type V,181.0
Pelargonic Acid,Lauric Acid,CCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.25,305.0,Yes,Type V,181.0
Pelargonic Acid,Lauric Acid,CCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.35,302.0,Yes,Type V,181.0
Pelargonic Acid,Lauric Acid,CCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.45,299.0,Yes,Type V,181.0
Pelargonic Acid,Lauric Acid,CCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.5,294.0,Yes,Type V,181.0
Pelargonic Acid,Lauric Acid,CCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.55,288.0,Yes,Type V,181.0
Pelargonic Acid,Lauric Acid,CCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.65,285.0,Yes,Type V,181.0
Pelargonic Acid,Lauric Acid,CCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.75,282.0,Yes,Type V,181.0
Pelargonic Acid,Lauric Acid,CCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.85,285.0,Yes,Type V,181.0
Phenol,ChCl,Oc1ccccc1,C[N+](C)(C)CCO.[Cl-],0.55,335.2,No,Type III,182.0
Phenol,ChCl,Oc1ccccc1,C[N+](C)(C)CCO.[Cl-],0.6,294.2,No,Type III,182.0
Phenol,ChCl,Oc1ccccc1,C[N+](C)(C)CCO.[Cl-],0.75,253.1,No,Type III,182.0
Phenol,ChCl,Oc1ccccc1,C[N+](C)(C)CCO.[Cl-],0.8,260.2,No,Type III,182.0
Phenol,ChCl,Oc1ccccc1,C[N+](C)(C)CCO.[Cl-],0.85,255.6,No,Type III,182.0
Phenol,ChCl,Oc1ccccc1,C[N+](C)(C)CCO.[Cl-],0.9,279.3,No,Type III,182.0
Phenyl salicylate,Lidocaine,O=C(Oc1ccccc1)c1ccccc1O,CCN(CC)CC(=O)Nc1c(C)cccc1C,0.55,291.35,Yes,Type V,183.0
Phenylacetic Acid,ChCl,O=C(O)Cc1ccccc1,C[N+](C)(C)CCO.[Cl-],0.65,291.6589,No,Type III,184.0
Phenylpropionic Acid,ChCl,O=C(O)CCc1ccccc1,C[N+](C)(C)CCO.[Cl-],0.65,293.9791,No,Type III,185.0
Pimelic Acid,[N2222]Br,O=C(O)CCCCCC(=O)O,CC[N+](CC)(CC)CC.[Br-],0.4,397.7,Yes,Type III,186.0
Pimelic Acid,[N2222]Br,O=C(O)CCCCCC(=O)O,CC[N+](CC)(CC)CC.[Br-],0.45,383.2,Yes,Type III,186.0
Pimelic Acid,[N2222]Br,O=C(O)CCCCCC(=O)O,CC[N+](CC)(CC)CC.[Br-],0.5,373.2,Yes,Type III,186.0
Pimelic Acid,[N2222]Br,O=C(O)CCCCCC(=O)O,CC[N+](CC)(CC)CC.[Br-],0.6,328.6,Yes,Type III,186.0
Pimelic Acid,[N2222]Br,O=C(O)CCCCCC(=O)O,CC[N+](CC)(CC)CC.[Br-],0.7,359.8,Yes,Type III,186.0
Pimelic Acid,[N2222]Br,O=C(O)CCCCCC(=O)O,CC[N+](CC)(CC)CC.[Br-],0.75,368.2,Yes,Type III,186.0
Pimelic Acid,[N2222]Br,O=C(O)CCCCCC(=O)O,CC[N+](CC)(CC)CC.[Br-],0.8,369.7,Yes,Type III,186.0
Pimelic Acid,[N3333]Br,O=C(O)CCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Br-],0.3,398.2,Yes,Type III,187.0
Pimelic Acid,[N3333]Br,O=C(O)CCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Br-],0.35,390.2,Yes,Type III,187.0
Pimelic Acid,[N3333]Br,O=C(O)CCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Br-],0.4,350.2,Yes,Type III,187.0
Pimelic Acid,[N3333]Br,O=C(O)CCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Br-],0.45,333.2,Yes,Type III,187.0
Pimelic Acid,[N3333]Br,O=C(O)CCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Br-],0.5,330.5,Yes,Type III,187.0
Pimelic Acid,[N3333]Br,O=C(O)CCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Br-],0.55,319.8,Yes,Type III,187.0
Pimelic Acid,[N3333]Br,O=C(O)CCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Br-],0.6,343.2,Yes,Type III,187.0
Pimelic Acid,[N3333]Br,O=C(O)CCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Br-],0.65,353.2,Yes,Type III,187.0
Pimelic Acid,[N3333]Br,O=C(O)CCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Br-],0.7,358.6,Yes,Type III,187.0
Pimelic Acid,[N3333]Br,O=C(O)CCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Br-],0.75,358.2,Yes,Type III,187.0
Pimelic Acid,[N3333]Br,O=C(O)CCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Br-],0.8,365.3,Yes,Type III,187.0
Pimelic Acid,[N3333]Br,O=C(O)CCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Br-],0.9,372.5,Yes,Type III,187.0
Prilocaine,Lidocaine,CCCNC(C)C(=O)Nc1ccccc1C,CCN(CC)CC(=O)Nc1c(C)cccc1C,0.5,291.15,No,Type V,188.0
Propionic acid,[N4444]Br,CCC(=O)O,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],0.5,254.01,No,Type III,189.0
Ranitidine,Acetylsalicylic Acid,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,CC(=O)Oc1ccccc1C(=O)O,0.65,236.15,No,Type V,190.0
Ranitidine,Urea,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,NC(N)=O,0.65,242.15,No,Type V,191.0
Resorcinol,ChCl,Oc1cccc(O)c1,C[N+](C)(C)CCO.[Cl-],0.1,355.902,Yes,Type III,192.0
Resorcinol,ChCl,Oc1cccc(O)c1,C[N+](C)(C)CCO.[Cl-],0.2,350.927,Yes,Type III,192.0
Resorcinol,ChCl,Oc1cccc(O)c1,C[N+](C)(C)CCO.[Cl-],0.25,342.637,Yes,Type III,192.0
Resorcinol,ChCl,Oc1cccc(O)c1,C[N+](C)(C)CCO.[Cl-],0.35,336.834,Yes,Type III,192.0
Resorcinol,ChCl,Oc1cccc(O)c1,C[N+](C)(C)CCO.[Cl-],0.5,279.632,Yes,Type III,192.0
Resorcinol,ChCl,Oc1cccc(O)c1,C[N+](C)(C)CCO.[Cl-],0.65,291.238,Yes,Type III,192.0
Resorcinol,ChCl,Oc1cccc(O)c1,C[N+](C)(C)CCO.[Cl-],0.75,302.845,Yes,Type III,192.0
Resorcinol,ChCl,Oc1cccc(O)c1,C[N+](C)(C)CCO.[Cl-],0.8,316.109,Yes,Type III,192.0
Resorcinol,ChCl,Oc1cccc(O)c1,C[N+](C)(C)CCO.[Cl-],0.9,340.979,Yes,Type III,192.0
Salicylic Acid,Betaine,O=C(O)c1ccccc1O,C[N+](C)(C)CC(=O)[O-],0.1,534.8,Yes,Type III,193.0
Salicylic Acid,Betaine,O=C(O)c1ccccc1O,C[N+](C)(C)CC(=O)[O-],0.2,488.8,Yes,Type III,193.0
Salicylic Acid,Betaine,O=C(O)c1ccccc1O,C[N+](C)(C)CC(=O)[O-],0.3,444.6,Yes,Type III,193.0
Salicylic Acid,Betaine,O=C(O)c1ccccc1O,C[N+](C)(C)CC(=O)[O-],0.4,411.8,Yes,Type III,193.0
Salicylic Acid,Betaine,O=C(O)c1ccccc1O,C[N+](C)(C)CC(=O)[O-],0.5,388.5,Yes,Type III,193.0
Salicylic Acid,Betaine,O=C(O)c1ccccc1O,C[N+](C)(C)CC(=O)[O-],0.6,360.8,Yes,Type III,193.0
Salicylic Acid,Betaine,O=C(O)c1ccccc1O,C[N+](C)(C)CC(=O)[O-],0.7,347.8,Yes,Type III,193.0
Salicylic Acid,Betaine,O=C(O)c1ccccc1O,C[N+](C)(C)CC(=O)[O-],0.8,359.7,Yes,Type III,193.0
Salicylic Acid,Betaine,O=C(O)c1ccccc1O,C[N+](C)(C)CC(=O)[O-],0.9,395.4,Yes,Type III,193.0
Salicylic Acid,ChCl,O=C(O)c1ccccc1O,C[N+](C)(C)CCO.[Cl-],0.1,550.7,Yes,Type III,194.0
Salicylic Acid,ChCl,O=C(O)c1ccccc1O,C[N+](C)(C)CCO.[Cl-],0.2,505.7,Yes,Type III,194.0
Salicylic Acid,ChCl,O=C(O)c1ccccc1O,C[N+](C)(C)CCO.[Cl-],0.3,438.7,Yes,Type III,194.0
Salicylic Acid,ChCl,O=C(O)c1ccccc1O,C[N+](C)(C)CCO.[Cl-],0.4,393.6,Yes,Type III,194.0
Salicylic Acid,ChCl,O=C(O)c1ccccc1O,C[N+](C)(C)CCO.[Cl-],0.5,340.6,Yes,Type III,194.0
Salicylic Acid,ChCl,O=C(O)c1ccccc1O,C[N+](C)(C)CCO.[Cl-],0.6,352.7,Yes,Type III,194.0
Salicylic Acid,ChCl,O=C(O)c1ccccc1O,C[N+](C)(C)CCO.[Cl-],0.7,366.8,Yes,Type III,194.0
Salicylic Acid,ChCl,O=C(O)c1ccccc1O,C[N+](C)(C)CCO.[Cl-],0.8,385.4,Yes,Type III,194.0
Salicylic Acid,ChCl,O=C(O)c1ccccc1O,C[N+](C)(C)CCO.[Cl-],0.9,406.9,Yes,Type III,194.0
Sorbitol,Betaine,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,C[N+](C)(C)CC(=O)[O-],0.1,534.7,Yes,Type III,195.0
Sorbitol,Betaine,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,C[N+](C)(C)CC(=O)[O-],0.2,507.4,Yes,Type III,195.0
Sorbitol,Betaine,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,C[N+](C)(C)CC(=O)[O-],0.3,484.6,Yes,Type III,195.0
Sorbitol,Betaine,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,C[N+](C)(C)CC(=O)[O-],0.4,453.3,Yes,Type III,195.0
Sorbitol,Betaine,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,C[N+](C)(C)CC(=O)[O-],0.5,430.1,Yes,Type III,195.0
Sorbitol,Betaine,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,C[N+](C)(C)CC(=O)[O-],0.6,412.4,Yes,Type III,195.0
Sorbitol,Betaine,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,C[N+](C)(C)CC(=O)[O-],0.7,399.3,Yes,Type III,195.0
Sorbitol,Betaine,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,C[N+](C)(C)CC(=O)[O-],0.8,381.0,Yes,Type III,195.0
Sorbitol,Betaine,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,C[N+](C)(C)CC(=O)[O-],0.9,363.9,Yes,Type III,195.0
Sorbitol,ChCl,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,C[N+](C)(C)CCO.[Cl-],0.5,284.15,No,Type III,196.0
Stearic Acid,[N1111]Cl,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)C.[Cl-],0.1,574.55,Yes,Type III,197.0
Stearic Acid,[N1111]Cl,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)C.[Cl-],0.2,513.15,Yes,Type III,197.0
Stearic Acid,[N1111]Cl,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)C.[Cl-],0.3,461.55,Yes,Type III,197.0
Stearic Acid,[N1111]Cl,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)C.[Cl-],0.4,415.95,Yes,Type III,197.0
Stearic Acid,[N1111]Cl,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)C.[Cl-],0.5,378.15,Yes,Type III,197.0
Stearic Acid,[N1111]Cl,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)C.[Cl-],0.6,337.95,Yes,Type III,197.0
Stearic Acid,[N1111]Cl,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)C.[Cl-],0.7,339.45,Yes,Type III,197.0
Stearic Acid,[N1111]Cl,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)C.[Cl-],0.8,342.65,Yes,Type III,197.0
Stearic Acid,[N1111]Cl,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)C.[Cl-],0.9,343.25,Yes,Type III,197.0
Stearic Acid,[N2222]Cl,CCCCCCCCCCCCCCCCCC(=O)O,CC[N+](CC)(CC)CC.[Cl-],0.1,493.55,Yes,Type III,198.0
Stearic Acid,[N2222]Cl,CCCCCCCCCCCCCCCCCC(=O)O,CC[N+](CC)(CC)CC.[Cl-],0.2,447.45,Yes,Type III,198.0
Stearic Acid,[N2222]Cl,CCCCCCCCCCCCCCCCCC(=O)O,CC[N+](CC)(CC)CC.[Cl-],0.3,411.75,Yes,Type III,198.0
Stearic Acid,[N2222]Cl,CCCCCCCCCCCCCCCCCC(=O)O,CC[N+](CC)(CC)CC.[Cl-],0.4,373.35,Yes,Type III,198.0
Stearic Acid,[N2222]Cl,CCCCCCCCCCCCCCCCCC(=O)O,CC[N+](CC)(CC)CC.[Cl-],0.5,349.85,Yes,Type III,198.0
Stearic Acid,[N2222]Cl,CCCCCCCCCCCCCCCCCC(=O)O,CC[N+](CC)(CC)CC.[Cl-],0.6,321.65,Yes,Type III,198.0
Stearic Acid,[N2222]Cl,CCCCCCCCCCCCCCCCCC(=O)O,CC[N+](CC)(CC)CC.[Cl-],0.7,332.78,Yes,Type III,198.0
Stearic Acid,[N2222]Cl,CCCCCCCCCCCCCCCCCC(=O)O,CC[N+](CC)(CC)CC.[Cl-],0.75,338.21,Yes,Type III,198.0
Stearic Acid,[N2222]Cl,CCCCCCCCCCCCCCCCCC(=O)O,CC[N+](CC)(CC)CC.[Cl-],0.8,339.45,Yes,Type III,198.0
Stearic Acid,[N2222]Cl,CCCCCCCCCCCCCCCCCC(=O)O,CC[N+](CC)(CC)CC.[Cl-],0.9,342.25,Yes,Type III,198.0
Stearic Acid,[N3333]Cl,CCCCCCCCCCCCCCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Cl-],0.15,473.35,Yes,Type III,199.0
Stearic Acid,[N3333]Cl,CCCCCCCCCCCCCCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Cl-],0.2,458.55,Yes,Type III,199.0
Stearic Acid,[N3333]Cl,CCCCCCCCCCCCCCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Cl-],0.3,424.75,Yes,Type III,199.0
Stearic Acid,[N3333]Cl,CCCCCCCCCCCCCCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Cl-],0.4,392.85,Yes,Type III,199.0
Stearic Acid,[N3333]Cl,CCCCCCCCCCCCCCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Cl-],0.5,337.22,Yes,Type III,199.0
Stearic Acid,[N3333]Cl,CCCCCCCCCCCCCCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Cl-],0.55,329.18,Yes,Type III,199.0
Stearic Acid,[N3333]Cl,CCCCCCCCCCCCCCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Cl-],0.6,327.25,Yes,Type III,199.0
Stearic Acid,[N3333]Cl,CCCCCCCCCCCCCCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Cl-],0.7,332.15,Yes,Type III,199.0
Stearic Acid,[N3333]Cl,CCCCCCCCCCCCCCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Cl-],0.8,339.05,Yes,Type III,199.0
Stearic Acid,[N3333]Cl,CCCCCCCCCCCCCCCCCC(=O)O,CCC[N+](CCC)(CCC)CCC.[Cl-],0.9,340.25,Yes,Type III,199.0
Stearic Acid,[N4444]Cl,CCCCCCCCCCCCCCCCCC(=O)O,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.1,337.4,Yes,Type III,200.0
Stearic Acid,[N4444]Cl,CCCCCCCCCCCCCCCCCC(=O)O,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.2,333.7,Yes,Type III,200.0
Stearic Acid,[N4444]Cl,CCCCCCCCCCCCCCCCCC(=O)O,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.3,328.2,Yes,Type III,200.0
Stearic Acid,[N4444]Cl,CCCCCCCCCCCCCCCCCC(=O)O,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.4,325.0,Yes,Type III,200.0
Stearic Acid,[N4444]Cl,CCCCCCCCCCCCCCCCCC(=O)O,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.5,322.9,Yes,Type III,200.0
Stearic Acid,[N4444]Cl,CCCCCCCCCCCCCCCCCC(=O)O,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.6,327.4,Yes,Type III,200.0
Stearic Acid,[N4444]Cl,CCCCCCCCCCCCCCCCCC(=O)O,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.7,332.7,Yes,Type III,200.0
Stearic Acid,[N4444]Cl,CCCCCCCCCCCCCCCCCC(=O)O,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.8,335.6,Yes,Type III,200.0
Stearic Acid,[N4444]Cl,CCCCCCCCCCCCCCCCCC(=O)O,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],0.9,339.9,Yes,Type III,200.0
Stearic Acid,Betaine,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CC(=O)[O-],0.1,537.0,Yes,Type III,201.0
Stearic Acid,Betaine,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CC(=O)[O-],0.2,502.0,Yes,Type III,201.0
Stearic Acid,Betaine,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CC(=O)[O-],0.3,475.0,Yes,Type III,201.0
Stearic Acid,Betaine,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CC(=O)[O-],0.4,443.0,Yes,Type III,201.0
Stearic Acid,Betaine,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CC(=O)[O-],0.5,410.0,Yes,Type III,201.0
Stearic Acid,Betaine,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CC(=O)[O-],0.6,385.0,Yes,Type III,201.0
Stearic Acid,Betaine,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CC(=O)[O-],0.7,355.0,Yes,Type III,201.0
Stearic Acid,Betaine,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CC(=O)[O-],0.8,351.0,Yes,Type III,201.0
Stearic Acid,Betaine,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CC(=O)[O-],0.9,343.0,Yes,Type III,201.0
Stearic Acid,ChCl,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.1,543.68,Yes,Type III,202.0
Stearic Acid,ChCl,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.15,523.92,Yes,Type III,202.0
Stearic Acid,ChCl,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.2,493.68,Yes,Type III,202.0
Stearic Acid,ChCl,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.25,483.82,Yes,Type III,202.0
Stearic Acid,ChCl,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.3,463.58,Yes,Type III,202.0
Stearic Acid,ChCl,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.35,443.85,Yes,Type III,202.0
Stearic Acid,ChCl,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.4,433.78,Yes,Type III,202.0
Stearic Acid,ChCl,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.45,408.6,Yes,Type III,202.0
Stearic Acid,ChCl,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.5,388.62,Yes,Type III,202.0
Stearic Acid,ChCl,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.55,355.52,Yes,Type III,202.0
Stearic Acid,ChCl,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.6,339.55,Yes,Type III,202.0
Stearic Acid,ChCl,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.7,340.68,Yes,Type III,202.0
Stearic Acid,ChCl,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.8,341.72,Yes,Type III,202.0
Stearic Acid,ChCl,CCCCCCCCCCCCCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.9,342.45,Yes,Type III,202.0
Suberic Acid,ChCl,O=C(O)CCCCCCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.5,366.15,No,Type III,203.0
Succinic Acid,[N2222]Br,O=C(O)CCC(=O)O,CC[N+](CC)(CC)CC.[Br-],0.5,349.3,No,Type III,204.0
Succinic Acid,ChCl,O=C(O)CCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.3,402.0,Yes,Type III,205.0
Succinic Acid,ChCl,O=C(O)CCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.35,366.0,Yes,Type III,205.0
Succinic Acid,ChCl,O=C(O)CCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.4,363.0,Yes,Type III,205.0
Succinic Acid,ChCl,O=C(O)CCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.45,345.0,Yes,Type III,205.0
Succinic Acid,ChCl,O=C(O)CCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.5,343.0,Yes,Type III,205.0
Succinic Acid,ChCl,O=C(O)CCC(=O)O,C[N+](C)(C)CCO.[Cl-],0.55,364.0,Yes,Type III,205.0
